Term,Type,Ontology,Synonyms,Definition,GeneratedDefinition,Examples,Explanations,Maturity
state of Iraq,Individual,Western Asia Government Entities and Jurisdictions Ontology,,federated sovereignty and polity that is Iraq,,,,Release
state of Japan,Individual,Eastern Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is Japan,,,,Release
state of Jordan,Individual,Western Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is Jordan,,,,Release
state of Kazakhstan,Individual,Central Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is Kazakhstan,,,,Release
state of Kyrgyzstan,Individual,Central Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is Kyrgyzstan,,,,Release
state of Laos,Individual,Southeastern Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is the Lao People's Democratic Republic,,,,Release
state of Malaysia,Individual,Southeastern Asia Government Entities and Jurisdictions Ontology,,federated sovereignty and polity that is Malaysia,,,,Release
state of Maldives,Individual,Southern Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is Maldives,,,,Release
state of Mongolia,Individual,Eastern Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is Mongolia,,,,Release
state of Myanmar,Individual,Southeastern Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is Myanmar,,,,Release
state of Nepal,Individual,Southern Asia Government Entities and Jurisdictions Ontology,,federated sovereignty and polity that is Nepal,,,,Release
state of North Korea,Individual,Eastern Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is North Korea,,,,Release
state of Pakistan,Individual,Southern Asia Government Entities and Jurisdictions Ontology,,federated sovereignty and polity that is Pakistan,,,,Release
state of Singapore,Individual,Southeastern Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is Singapore,,,,Release
state of South Korea,Individual,Eastern Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is South Korea,,,,Release
state of Sri Lanka,Individual,Southern Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is Sri Lanka,,,,Release
state of Tajikistan,Individual,Central Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is Tajikistan,,,,Release
state of Thailand,Individual,Southeastern Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is Thailand,,,,Release
state of Timor-Leste,Individual,Southeastern Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is Timor-Leste,,,,Release
state of Turkmenistan,Individual,Central Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is Turkmenistan,,,,Release
state of Uzbekistan,Individual,Central Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is Uzbekistan,,,,Release
state of Viet Nam,Individual,Southeastern Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is Viet Nam,,,,Release
state of the Philippines,Individual,Southeastern Asia Government Entities and Jurisdictions Ontology,,sovereign state and polity that is the Philippines,,,,Release
state savings bank,Class,US Financial Services Entities Ontology,,savings bank that has a state affiliation,State savings bank is a kind of savings bank. It is classified by value NIC entity type classifier SSB.,,,Release
state-chartered bank,Class,US Financial Services Entities Ontology,,commercial bank whose charter is approved by a state banking regulator,"State-chartered bank is a kind of U.S. bank, commercial bank.",,,Release
